price,area,status,nb_bedroom,nb_bathroom,age,location,builder
71.65,1031,Under Construction,2,2.0,,Selaiyur,DAC Promoters
58.48,951,Under Construction,2,,0.0,Chromepet,DAC Promoters
64.82,1054,Under Construction,2,,0.0,Chromepet,DAC Promoters
84.87,1380,Under Construction,3,,0.0,Chromepet,DAC Promoters
72.81,1184,Under Construction,2,,0.0,Chromepet,DAC Promoters
76.75,1248,Under Construction,2,,0.0,Chromepet,DAC Promoters
59.65,970,Under Construction,2,,0.0,Chromepet,DAC Promoters
88.19,1434,Under Construction,3,,0.0,Chromepet,DAC Promoters
22.27,518,Ready to move,1,,1.0,Sembakkam,MP Developers
42.91,998,Ready to move,2,,1.0,Sembakkam,MP Developers
50.21,844,Under Construction,2,,0.0,Mugalivakkam,MP Developers
55.39,931,Under Construction,2,,0.0,Mugalivakkam,MP Developers
71.28,1004,Under Construction,2,,0.0,East Tambaram,DAC Promoters
72.42,1020,Under Construction,2,,0.0,East Tambaram,DAC Promoters
94.0,1324,Under Construction,3,,0.0,East Tambaram,DAC Promoters
86.9,1224,Under Construction,3,,0.0,East Tambaram,DAC Promoters
77.81,1096,Under Construction,2,,0.0,East Tambaram,DAC Promoters
94.78,1335,Under Construction,3,,0.0,East Tambaram,DAC Promoters
73.48,1035,Under Construction,2,,0.0,East Tambaram,DAC Promoters
114.0,1572,Under Construction,3,,0.0,Selaiyur,DAC Promoters
119.0,1643,Under Construction,3,,0.0,Selaiyur,DAC Promoters
118.0,1625,Under Construction,3,,0.0,Selaiyur,DAC Promoters
159.0,2295,Under Construction,4,,0.0,Selaiyur,DAC Promoters
101.0,1760,Under Construction,3,,0.0,Selaiyur,DAC Promoters
175.0,2544,Under Construction,4,,0.0,Selaiyur,DAC Promoters
115.0,1630,Under Construction,3,3.0,0.0,Selaiyur,DAC Promoters
121.0,1671,Under Construction,3,,0.0,Selaiyur,DAC Promoters
122.0,1735,Under Construction,3,,0.0,Selaiyur,DAC Promoters
152.0,2183,Under Construction,4,,0.0,Selaiyur,DAC Promoters
160.0,2242,Under Construction,4,,0.0,Selaiyur,DAC Promoters
134.0,1852,Under Construction,3,,0.0,Selaiyur,DAC Promoters
129.0,1797,Under Construction,3,,0.0,Selaiyur,DAC Promoters
165.0,2433,Under Construction,4,,0.0,Mogappair,Casagrand Builder Private Limited
169.0,2495,Under Construction,4,,0.0,Mogappair,Casagrand Builder Private Limited
327.0,4450,Under Construction,5,,0.0,Mogappair,Casagrand Builder Private Limited
133.0,1962,Under Construction,3,,0.0,Mogappair,Casagrand Builder Private Limited
64.17,1310,Under Construction,3,,0.0,Madhavaram,Radiance Realty Developers India Ltd
76.47,1561,Under Construction,3,,0.0,Madhavaram,Radiance Realty Developers India Ltd
81.71,1668,Under Construction,3,,0.0,Madhavaram,Radiance Realty Developers India Ltd
51.58,1053,Under Construction,2,,0.0,Madhavaram,Radiance Realty Developers India Ltd
48.59,992,Under Construction,2,,0.0,Madhavaram,Radiance Realty Developers India Ltd
63.34,1293,Under Construction,3,,0.0,Madhavaram,Radiance Realty Developers India Ltd
76.47,1561,Under Construction,3,,0.0,Madhavaram,Radiance Realty Developers India Ltd
63.83,1303,Under Construction,3,,0.0,Madhavaram,Radiance Realty Developers India Ltd
57.41,1172,Under Construction,2,,0.0,Madhavaram,Radiance Realty Developers India Ltd
48.74,995,Under Construction,2,,0.0,Madhavaram,Radiance Realty Developers India Ltd
62.31,1272,Under Construction,3,,0.0,Madhavaram,Radiance Realty Developers India Ltd
82.0,1674,Under Construction,3,,0.0,Madhavaram,Radiance Realty Developers India Ltd
62.7,1280,Under Construction,3,2.0,0.0,Madhavaram,Radiance Realty Developers India Ltd
74.56,1522,Under Construction,3,,0.0,Madhavaram,Radiance Realty Developers India Ltd
94.51,1400,Under Construction,3,2.0,0.0,Pallavaram,Radiance Realty Developers India Ltd
64.17,1310,Under Construction,3,,0.0,Madhavaram,Radiance Realty Developers India Ltd
69.66,1422,Under Construction,3,,0.0,Madhavaram,Radiance Realty Developers India Ltd
48.69,994,Under Construction,2,,0.0,Madhavaram,Radiance Realty Developers India Ltd
73.82,1085,Under Construction,2,,0.0,Pallavaram,Radiance Realty Developers India Ltd
40.09,853,Under Construction,2,,0.0,Kundrathur,MP Developers
38.49,819,Under Construction,2,,0.0,Kundrathur,MP Developers
38.77,825,Under Construction,2,,0.0,Kundrathur,MP Developers
38.72,824,Under Construction,2,,0.0,Kundrathur,MP Developers
69.66,1422,Under Construction,3,,0.0,Madhavaram,Radiance Realty Developers India Ltd
48.69,994,Under Construction,2,,0.0,Madhavaram,Radiance Realty Developers India Ltd
48.59,992,Under Construction,2,,0.0,Madhavaram,Radiance Realty Developers India Ltd
63.34,1293,Under Construction,3,,0.0,Madhavaram,Radiance Realty Developers India Ltd
63.83,1303,Under Construction,3,,0.0,Madhavaram,Radiance Realty Developers India Ltd
57.41,1172,Under Construction,2,,0.0,Madhavaram,Radiance Realty Developers India Ltd
48.74,995,Under Construction,2,,0.0,Madhavaram,Radiance Realty Developers India Ltd
62.31,1272,Under Construction,3,,0.0,Madhavaram,Radiance Realty Developers India Ltd
62.7,1280,Under Construction,3,2.0,0.0,Madhavaram,Radiance Realty Developers India Ltd
63.0,1286,Under Construction,3,,0.0,Madhavaram,Radiance Realty Developers India Ltd
49.43,1009,Under Construction,2,,0.0,Madhavaram,Radiance Realty Developers India Ltd
80.37,1576,Ready to move,3,,1.0,Kundrathur,MP Developers
78.89,1547,Ready to move,3,,1.0,Kundrathur,MP Developers
80.68,1582,Ready to move,3,,1.0,Kundrathur,MP Developers
70.89,1390,Ready to move,3,,1.0,Kundrathur,MP Developers
74.15,1454,Ready to move,3,,1.0,Kundrathur,MP Developers
70.94,1391,Ready to move,3,,1.0,Kundrathur,MP Developers
79.66,1562,Ready to move,3,,1.0,Kundrathur,MP Developers
188.0,2221,Under Construction,3,3.0,0.0,Virugambakkam,Traventure Homes Pvt Ltd
188.0,2221,Under Construction,3,3.0,0.0,Virugambakkam,Traventure Homes Pvt Ltd
36.0,849,Under Construction,2,,0.0,Thirumazhisai,Urbanrise
57.0,1240,Under Construction,2,,0.0,Perumbakkam,Casagrand Builder Private Limited
110.0,2320,Under Construction,4,,0.0,Perumbakkam,Casagrand Builder Private Limited
62.6,1360,Under Construction,3,2.0,0.0,Perumbakkam,Casagrand Builder Private Limited
90.29,1962,Under Construction,3,3.0,0.0,Perumbakkam,Casagrand Builder Private Limited
138.0,2211,Under Construction,4,2.0,0.0,Mogappair,Casagrand Builder Private Limited
97.57,1668,Under Construction,3,,0.0,Mogappair,Casagrand Builder Private Limited
85.99,1470,Under Construction,3,2.0,0.0,Mogappair,Casagrand Builder Private Limited
83.86,1342,Under Construction,2,,0.0,Mogappair,Casagrand Builder Private Limited
121.0,1947,Under Construction,3,,0.0,Mogappair,Casagrand Builder Private Limited
61.48,1051,Under Construction,2,2.0,0.0,Mogappair,Casagrand Builder Private Limited
115.0,1849,Under Construction,3,,0.0,Mogappair,Casagrand Builder Private Limited
139.0,2228,Under Construction,4,,0.0,Mogappair,Casagrand Builder Private Limited
85.17,1363,Under Construction,2,,0.0,Mogappair,Casagrand Builder Private Limited
70.02,1197,Under Construction,2,2.0,0.0,Mogappair,Casagrand Builder Private Limited
47.3,1113,Under Construction,2,,0.0,Mogappair,Casagrand Builder Private Limited
69.53,1636,Under Construction,3,,0.0,Mogappair,Casagrand Builder Private Limited
51.38,1209,Under Construction,2,2.0,0.0,Mogappair,Casagrand Builder Private Limited
68.55,1613,Under Construction,3,,0.0,Mogappair,Casagrand Builder Private Limited
57.5,1353,Under Construction,3,2.0,0.0,Mogappair,Casagrand Builder Private Limited
70.38,1656,Under Construction,3,3.0,0.0,Mogappair,Casagrand Builder Private Limited
65.02,1530,Under Construction,3,3.0,0.0,Mogappair,Casagrand Builder Private Limited
59.33,1396,Under Construction,3,2.0,0.0,Mogappair,Casagrand Builder Private Limited
65.11,1532,Under Construction,3,,0.0,Mogappair,Casagrand Builder Private Limited
87.4,1469,Ready to move,3,,2.0,Vengaivasal,Navin Housing Properties P LTD
81.57,1371,Ready to move,3,,2.0,Vengaivasal,Navin Housing Properties P LTD
35.34,594,Ready to move,2,,2.0,Vengaivasal,Navin Housing Properties P LTD
88.29,1484,Ready to move,3,,2.0,Vengaivasal,Navin Housing Properties P LTD
35.16,591,Ready to move,2,,2.0,Vengaivasal,Navin Housing Properties P LTD
35.58,598,Ready to move,2,,2.0,Vengaivasal,Navin Housing Properties P LTD
35.75,601,Ready to move,2,,2.0,Vengaivasal,Navin Housing Properties P LTD
117.0,2132,Ready to move,4,,1.0,Ottiyambakkam,Jones foundation private limited
112.0,2042,Ready to move,3,,1.0,Ottiyambakkam,Jones foundation private limited
148.0,2701,Ready to move,3,,1.0,Ottiyambakkam,Jones foundation private limited
83.65,1521,Ready to move,3,,1.0,Ottiyambakkam,Jones foundation private limited
108.0,1978,Ready to move,4,,1.0,Ottiyambakkam,Jones foundation private limited
78.15,1421,Ready to move,3,,1.0,Ottiyambakkam,Jones foundation private limited
79.98,1740,Under Construction,3,,0.0,Sholinganallur,Casagrand Builder Private Limited
79.98,1740,Under Construction,3,,0.0,Sholinganallur,Casagrand Builder Private Limited
94.48,2055,Under Construction,4,,0.0,Sholinganallur,Casagrand Builder Private Limited
94.48,2055,Under Construction,4,,0.0,Sholinganallur,Casagrand Builder Private Limited
68.69,1494,Under Construction,3,2.0,0.0,Sholinganallur,Casagrand Builder Private Limited
68.69,1494,Under Construction,3,2.0,0.0,Sholinganallur,Casagrand Builder Private Limited
24.25,614,Under Construction,2,,0.0,Perungalathur,Isha Homes
24.41,618,Under Construction,2,1.0,0.0,Perungalathur,Isha Homes
19.9,504,Under Construction,1,,0.0,Perungalathur,Isha Homes
53.07,1005,Under Construction,2,,0.0,Gerugambakkam,Kochar Homes Pvt Ltd
56.64,1069,Under Construction,2,,0.0,Gerugambakkam,Kochar Homes Pvt Ltd
37.7,903,Under Construction,2,,0.0,Perungalathur,Isha Homes
44.0,1054,Under Construction,2,,0.0,Perungalathur,Isha Homes
40.53,971,Under Construction,2,,0.0,Perungalathur,Isha Homes
51.01,1222,Under Construction,3,,0.0,Perungalathur,Isha Homes
33.19,795,Under Construction,2,,0.0,Perungalathur,Isha Homes
48.26,1156,Under Construction,2,,0.0,Perungalathur,Isha Homes
36.11,865,Under Construction,2,,0.0,Perungalathur,Isha Homes
37.4,896,Under Construction,2,,0.0,Perungalathur,Isha Homes
39.78,953,Under Construction,2,,0.0,Perungalathur,Isha Homes
32.81,786,Under Construction,2,,0.0,Perungalathur,Isha Homes
47.76,1144,Under Construction,3,,0.0,Perungalathur,Isha Homes
36.9,884,Under Construction,2,,0.0,Perungalathur,Isha Homes
35.77,857,Under Construction,2,,0.0,Perungalathur,Isha Homes
32.94,789,Under Construction,2,,0.0,Perungalathur,Isha Homes
32.73,784,Under Construction,2,,0.0,Perungalathur,Isha Homes
32.69,783,Under Construction,2,,0.0,Perungalathur,Isha Homes
47.26,1132,Under Construction,3,,0.0,Perungalathur,Isha Homes
33.94,813,Under Construction,2,,0.0,Perungalathur,Isha Homes
107.0,1948,Ready to move,3,,1.0,Kelambakkam,Isha Homes
116.0,2122,Ready to move,3,,1.0,Kelambakkam,Isha Homes
117.0,2134,Ready to move,3,,1.0,Kelambakkam,Isha Homes
94.98,1727,Ready to move,3,,1.0,Kelambakkam,Isha Homes
138.0,2526,Ready to move,3,,1.0,Kelambakkam,Isha Homes
94.93,1726,Ready to move,3,,1.0,Kelambakkam,Isha Homes
93.5,1700,Ready to move,3,,1.0,Kelambakkam,Isha Homes
109.0,1994,Ready to move,3,,1.0,Kelambakkam,Isha Homes
240.0,1500,Under Construction,3,,0.0,Anna Nagar,Pushkar Properties Pvt Ltd
240.0,1500,Under Construction,3,,0.0,Anna Nagar,Pushkar Properties Pvt Ltd
240.0,1500,Under Construction,3,,0.0,Anna Nagar,Pushkar Properties Pvt Ltd
66.99,1155,Under Construction,3,,0.0,Pammal,Asset Tree Homes
49.88,860,Under Construction,2,,0.0,Pammal,Asset Tree Homes
46.11,795,Under Construction,2,,0.0,Pammal,Asset Tree Homes
48.88,873,Under Construction,2,,0.0,Pammal,Asset Tree Homes
74.48,1330,Under Construction,3,,0.0,Pammal,Asset Tree Homes
74.48,1330,Under Construction,3,,0.0,Pammal,Asset Tree Homes
63.39,1132,Under Construction,3,,0.0,Pammal,Asset Tree Homes
63.39,1132,Under Construction,3,,0.0,Pammal,Asset Tree Homes
72.85,1301,Under Construction,3,,0.0,Pammal,Asset Tree Homes
72.85,1301,Under Construction,3,,0.0,Pammal,Asset Tree Homes
66.99,1155,Under Construction,3,,0.0,Pammal,Asset Tree Homes
46.11,795,Under Construction,2,,0.0,Pammal,Asset Tree Homes
49.88,860,Under Construction,2,,0.0,Pammal,Asset Tree Homes
66.99,1155,Under Construction,3,,0.0,Pammal,Asset Tree Homes
46.11,795,Under Construction,2,,0.0,Pammal,Asset Tree Homes
66.99,1155,Under Construction,3,,0.0,Pammal,Asset Tree Homes
49.88,860,Under Construction,2,,0.0,Pammal,Asset Tree Homes
46.11,795,Under Construction,2,,0.0,Pammal,Asset Tree Homes
67.62,1166,Under Construction,3,,0.0,Pammal,Asset Tree Homes
49.88,860,Under Construction,2,,0.0,Pammal,Asset Tree Homes
67.62,1166,Under Construction,3,,0.0,Pammal,Asset Tree Homes
60.55,1044,Under Construction,3,,0.0,Pammal,Asset Tree Homes
60.55,1044,Under Construction,3,,0.0,Pammal,Asset Tree Homes
42.28,729,Under Construction,2,,0.0,Pammal,Asset Tree Homes
60.55,1044,Under Construction,3,,0.0,Pammal,Asset Tree Homes
42.28,729,Under Construction,2,,0.0,Pammal,Asset Tree Homes
42.28,729,Under Construction,2,,0.0,Pammal,Asset Tree Homes
77.02,1328,Under Construction,3,,0.0,Pammal,Asset Tree Homes
77.02,1328,Under Construction,3,,0.0,Pammal,Asset Tree Homes
57.59,993,Under Construction,3,,0.0,Pammal,Asset Tree Homes
57.59,993,Under Construction,3,,0.0,Pammal,Asset Tree Homes
61.88,1067,Under Construction,3,,0.0,Pammal,Asset Tree Homes
61.88,1067,Under Construction,3,,0.0,Pammal,Asset Tree Homes
47.27,815,Under Construction,2,,0.0,Pammal,Asset Tree Homes
47.27,815,Under Construction,2,,0.0,Pammal,Asset Tree Homes
92.65,1287,Under Construction,3,,0.0,Porur,Urban Tree Infrastructures
78.1,1085,Under Construction,3,3.0,0.0,Porur,Urban Tree Infrastructures
73.93,1027,Under Construction,2,,0.0,Porur,Urban Tree Infrastructures
69.9,971,Under Construction,2,,0.0,Porur,Urban Tree Infrastructures
69.54,966,Under Construction,2,,0.0,Porur,Urban Tree Infrastructures
71.05,1579,Ready to move,3,3.0,5.0,Navallur,Olympia Group
115.0,2388,Ready to move,4,,5.0,Navallur,Olympia Group
71.01,1578,Ready to move,3,,5.0,Navallur,Olympia Group
62.37,1386,Ready to move,3,,5.0,Navallur,Olympia Group
70.51,1567,Ready to move,3,,5.0,Navallur,Olympia Group
28.0,561,Under Construction,2,,0.0,Thirumazhisai,Vijay Raja Homes Private Limited
16.0,319,Under Construction,1,1.0,0.0,Thirumazhisai,Vijay Raja Homes Private Limited
30.0,576,Under Construction,2,,0.0,Thirumazhisai,Vijay Raja Homes Private Limited
15.36,300,Under Construction,1,1.0,0.0,Thirumazhisai,Vijay Raja Homes Private Limited
47.84,957,Under Construction,2,,0.0,Vanagaram,VNR Homes
47.84,957,Under Construction,2,,0.0,Vanagaram,VNR Homes
45.99,920,Under Construction,2,,0.0,Vanagaram,VNR Homes
45.99,920,Under Construction,2,,0.0,Vanagaram,VNR Homes
47.84,957,Under Construction,2,,0.0,Vanagaram,VNR Homes
47.84,957,Under Construction,2,,0.0,Vanagaram,VNR Homes
45.59,912,Under Construction,2,,0.0,Vanagaram,VNR Homes
45.59,912,Under Construction,2,,0.0,Vanagaram,VNR Homes
48.79,976,Under Construction,2,,0.0,Vanagaram,VNR Homes
48.79,976,Under Construction,2,,0.0,Vanagaram,VNR Homes
46.24,925,Under Construction,2,,0.0,Vanagaram,VNR Homes
46.24,925,Under Construction,2,,0.0,Vanagaram,VNR Homes
48.64,885,Under Construction,2,,0.0,Sholinganallur,PS Srijan Developers
74.23,1415,Under Construction,3,,0.0,Sholinganallur,PS Srijan Developers
48.88,890,Under Construction,2,,0.0,Sholinganallur,PS Srijan Developers
47.43,860,Under Construction,2,,0.0,Sholinganallur,PS Srijan Developers
46.95,850,Under Construction,2,,0.0,Sholinganallur,PS Srijan Developers
47.67,865,Under Construction,2,,0.0,Sholinganallur,PS Srijan Developers
73.51,1400,Under Construction,3,,0.0,Sholinganallur,PS Srijan Developers
138.0,2525,Ready to move,4,,,Sholinganallur,Appaswamy Real Estate
75.07,1365,Ready to move,2,,,Sholinganallur,Appaswamy Real Estate
68.86,1252,Ready to move,2,,,Sholinganallur,Appaswamy Real Estate
101.0,1847,Ready to move,3,,,Sholinganallur,Appaswamy Real Estate
74.58,1356,Ready to move,2,,,Sholinganallur,Appaswamy Real Estate
132.0,2418,Ready to move,3,,,Sholinganallur,Appaswamy Real Estate
64.4,1171,Ready to move,2,,,Sholinganallur,Appaswamy Real Estate
109.0,1998,Ready to move,3,,,Sholinganallur,Appaswamy Real Estate
77.11,1402,Ready to move,2,,,Sholinganallur,Appaswamy Real Estate
80.19,1458,Ready to move,2,,,Sholinganallur,Appaswamy Real Estate
70.67,1285,Ready to move,2,,,Sholinganallur,Appaswamy Real Estate
141.0,2580,Ready to move,4,,,Sholinganallur,Appaswamy Real Estate
90.91,1653,Ready to move,3,,,Sholinganallur,Appaswamy Real Estate
129.0,2357,Ready to move,3,,,Sholinganallur,Appaswamy Real Estate
91.3,1660,Ready to move,3,,,Sholinganallur,Appaswamy Real Estate
80.79,1469,Ready to move,2,,,Sholinganallur,Appaswamy Real Estate
69.52,1264,Ready to move,2,,,Sholinganallur,Appaswamy Real Estate
65.89,1198,Ready to move,2,,,Sholinganallur,Appaswamy Real Estate
64.25,1737,Ready to move,3,,5.0,Siruseri,Appaswamy Real Estate
60.66,1640,Ready to move,3,,5.0,Siruseri,Appaswamy Real Estate
57.22,1547,Ready to move,3,,5.0,Siruseri,Appaswamy Real Estate
58.59,1584,Ready to move,3,,5.0,Siruseri,Appaswamy Real Estate
55.0,1487,Ready to move,3,,5.0,Siruseri,Appaswamy Real Estate
58.85,1591,Ready to move,3,,5.0,Siruseri,Appaswamy Real Estate
298.0,1890,Under Construction,3,,0.0,Guindy,Puravankara Limited
121.0,2583,Ready to move,4,2.0,1.0,Kanathur Reddikuppam,Casagrand Builder Private Limited
292.0,5037,Ready to move,5,,1.0,Kanathur Reddikuppam,Casagrand Builder Private Limited
123.0,2635,Ready to move,4,4.0,1.0,Kanathur Reddikuppam,Casagrand Builder Private Limited
295.0,5093,Ready to move,5,,1.0,Kanathur Reddikuppam,Casagrand Builder Private Limited
85.99,1865,Ready to move,3,3.0,1.0,Kanathur Reddikuppam,Casagrand Builder Private Limited
85.0,1635,Under Construction,3,,0.0,Manapakkam,Casagrand Builder Private Limited
64.99,1274,Under Construction,2,2.0,0.0,Manapakkam,Casagrand Builder Private Limited
135.0,2323,Under Construction,4,,0.0,Manapakkam,Casagrand Builder Private Limited
99.5,1914,Under Construction,3,3.0,0.0,Manapakkam,Casagrand Builder Private Limited
65.3,1280,Under Construction,2,,0.0,Manapakkam,Casagrand Builder Private Limited
67.7,1328,Under Construction,2,2.0,0.0,Manapakkam,Casagrand Builder Private Limited
138.0,2372,Under Construction,4,,0.0,Manapakkam,Casagrand Builder Private Limited
77.89,1528,Under Construction,3,2.0,0.0,Manapakkam,Casagrand Builder Private Limited
78.79,1530,Ready to move,3,,1.0,Ayanambakkam,Casagrand Builder Private Limited
82.3,1599,Ready to move,3,,1.0,Ayanambakkam,Casagrand Builder Private Limited
65.5,1472,Under Construction,3,,0.0,Medavakkam,Casagrand Builder Private Limited
95.23,2140,Under Construction,4,,0.0,Medavakkam,Casagrand Builder Private Limited
