nox,room,price,flag
6.811550628292855,113.0,168.203,test
6.945537378978722,32.0,102.505,test
5.1398911439791775,56.0,529.932,test
6.893703523578628,27.0,101.511,test
5.6457503544442025,106.0,426.549,test
5.7809418879613474,91.0,364.62,test
5.306907824845113,139.0,610.83,test
6.137688652535148,104.0,283.997,test
5.829536246113813,9.0,172.653,test
5.570384536952012,52.0,364.75,test
5.3142745430447205,3.0,187.734,test
5.141420809363972,9.0,302.505,test
5.73534818335181,96.0,384.668,test
5.856648920959562,25.0,230.859,test
5.113910644872767,39.0,484.548,test
6.680106426869358,127.0,194.036,test
5.772879353008182,139.0,417.82,test
5.120549808387652,1.0,157.08100000000005,test
7.212135031351112,40.0,88.315,test
4.235152737136279,155.0,1512.678,test
6.566718461282639,9.0,94.679,test
6.324425482953954,145.0,270.015,test
7.1174256387306105,140.0,139.972,test
5.210093423939113,46.0,471.227,test
6.978435502139821,149.0,159.779,test
5.7618540955193,148.0,429.765,test
6.7668760691102126,71.0,151.317,test
4.970373806469147,72.0,657.082,test
7.112750473841713,71.0,114.15,test
4.455776933624921,19.0,664.836,test
6.066620670930947,2.0,89.818,test
6.916189094744087,56.0,124.595,test
5.794133662774768,145.0,415.989,test
4.475287435356036,47.0,863.321,test
6.158874843181713,19.0,165.923,test
4.753299662489557,82.0,816.084,test
4.368481241450377,116.0,1241.761,test
4.1245749236038,65.0,1268.809,test
5.490800366448308,150.0,538.211,test
6.671576411019057,65.0,159.179,test
7.223190299823036,4.0,43.26300000000001,test
5.81703646736959,33.0,259.577,test
5.0871212768026615,92.0,643.976,test
4.552900574795566,135.0,1119.233,test
6.001112589980978,100.0,313.652,test
4.11514426569785,106.0,1485.001,test
5.0344775849361065,85.0,656.125,test
4.9770869222273335,102.0,726.99,test
6.1563354935516585,62.0,238.766,test
4.9205759131249005,156.0,866.956,test
6.908424213857398,39.0,112.245,test
6.878671475498398,131.0,166.618,test
4.743453318198072,36.0,639.471,test
6.4855412107823165,20.0,129.15200000000002,test
4.56778294516554,11.0,513.378,test
5.037461811436282,117.0,721.762,test
4.408020003276699,151.0,1303.425,test
4.6626139037382766,119.0,984.743,test
5.505911601590952,98.0,466.697,test
6.878012423501339,69.0,137.009,test
6.944256228787496,98.0,144.52200000000005,test
6.636960922916253,35.0,135.477,test
6.9628784473761325,89.0,138.21,test
4.641951782434475,40.0,717.38,test
4.964841126971241,148.0,822.8739999999997,test
7.21731586818218,114.0,121.168,test
4.350647911035029,87.0,1153.77,test
6.7591021884654925,36.0,123.702,test
5.1102475113880015,112.0,671.1619999999998,test
6.783654587795121,91.0,161.039,test
4.660904022587417,134.0,1022.598,test
5.983512464670287,29.0,217.855,test
6.422998126733629,94.0,218.22,test
4.512403137158642,64.0,920.586,test
6.765169518616595,156.0,192.8,test
4.584294366667701,143.0,1110.35,test
4.50495049787384,124.0,1133.961,test
5.830198788990063,115.0,376.281,test
6.268042739975043,148.0,284.487,test
7.1501711005924165,105.0,124.8,test
5.860315076062669,46.0,277.384,test
5.650732826887888,151.0,473.4,test
4.672349872981481,62.0,800.262,test
4.492949377802575,15.0,599.99,test
7.2179846293396865,28.0,78.808,test
4.944772384560472,126.0,796.2510000000003,test
5.785461838908441,96.0,369.274,test
5.233973978687327,132.0,638.071,test
5.825405991748093,44.0,281.534,test
5.781490553653993,144.0,419.409,test
5.683741306843437,150.0,459.899,test
6.875546075497413,75.0,140.833,test
7.02847215499232,149.0,153.391,test
4.3165763176078125,2.0,373.94,test
5.1065366588925984,78.0,602.6419999999998,test
6.575671914630908,110.0,202.182,test
5.557397172943177,126.0,483.293,test
6.219149414885187,119.0,276.942,test
5.5261399959992445,86.0,441.08,test
4.980756823683427,1.0,176.035,test
5.8907367135982005,54.0,284.201,test
6.535093860327812,121.0,215.165,test
5.300928423126879,122.0,589.793,test
5.816478655736429,25.0,238.542,test
5.857493617258128,145.0,395.05300000000005,test
4.127185558198511,29.0,989.043,test
4.799392092851121,61.0,717.9680000000003,test
4.281509441229485,135.0,1396.303,test
7.144244504390137,52.0,101.141,test
4.6923651822989845,119.0,961.154,test
7.209207874493028,12.0,61.244,test
4.493359707326216,137.0,1180.184,test
4.415752603037613,16.0,651.693,test
5.398782233756815,56.0,429.12300000000016,test
5.82610257813611,2.0,109.27,test
4.659881096399562,150.0,1059.395,test
6.346784874853194,66.0,208.388,test
6.458561152303076,149.0,244.076,test
5.978811029897008,12.0,166.94099999999997,test
6.637795037841773,129.0,201.804,test
5.538888077433668,110.0,470.668,test
7.273248614153237,136.0,122.188,test
6.373534200284068,18.0,137.006,test
5.52967824234599,137.0,507.159,test
4.820053684207244,138.0,906.323,test
5.440774630087218,144.0,553.65,test
6.125077402293688,156.0,324.836,test
6.940617285512425,68.0,129.615,test
4.1216250850934415,86.0,1385.6229999999994,test
7.1102805002876375,121.0,134.644,test
4.117312715077821,109.0,1495.091,test
7.250540816375394,5.0,45.298,test
7.276256305193063,78.0,102.824,test
6.370526340418397,121.0,246.051,test
6.991963625146052,40.0,105.673,test
7.126079661353607,126.0,134.578,test
7.169750487304477,26.0,80.128,test
5.534442833322772,138.0,506.32,test
5.917511030265263,9.0,160.70600000000005,test
6.456887801717558,17.0,125.788,test
4.58471335211253,125.0,1065.206,test
5.708916119783683,2.0,120.222,test
4.3170393674652745,109.0,1270.499,test
5.4996866441256325,41.0,359.282,test
6.754014157198813,103.0,171.34900000000005,test
4.732690800819063,102.0,887.2239999999997,test
6.841374729003407,129.0,170.952,test
6.051653407472436,70.0,269.869,test
6.940555418314988,46.0,115.01,test
6.094057496744348,47.0,230.785,test
4.584064458309035,72.0,900.2260000000001,test
6.971393007189107,42.0,109.077,test
7.265986233044705,1.0,27.337,test
6.1001633164894224,87.0,277.255,test
6.506035637616372,27.0,139.22799999999998,test
5.951864224733829,67.0,288.838,test
5.89634795639928,36.0,249.894,test
5.2539558916242886,79.0,536.505,test
6.894398447073435,132.0,164.878,test
4.332799383448635,108.0,1250.752,test
5.063959758929063,17.0,391.443,test
4.312809582467103,61.0,1067.406,test
6.679787978274868,107.0,184.169,test
6.510360356724213,50.0,167.525,test
5.808587742300924,77.0,338.732,test
6.63972491280985,40.0,140.812,test
5.561175051832591,2.0,135.606,test
6.919478700659933,65.0,130.059,test
6.887282897325113,34.0,109.502,test
4.848872708695441,81.0,752.1010000000001,test
4.611439151113405,75.0,891.43,test
7.2114733355563985,116.0,122.396,test
6.803179167986151,82.0,153.525,test
6.2971234697713925,107.0,251.573,test
4.500938931702343,12.0,556.749,test
6.110526816599827,141.0,318.697,test
4.8280241463066975,47.0,647.621,test
4.657627448372153,140.0,1039.168,test
6.9945460177028895,15.0,78.108,test
5.424276416018876,33.0,357.504,test
4.254686410568426,139.0,1439.971,test
5.195599098144681,31.0,422.583,test
5.961621246844393,94.0,317.833,test
7.274804190926025,90.0,107.552,test
6.975314020213334,146.0,159.19,test
5.2972738071107806,92.0,542.6080000000002,test
5.730337986960879,100.0,391.097,test
5.840425527208628,24.0,231.028,test
5.818056907967634,107.0,371.732,test
4.811853175276607,108.0,846.467,test
7.204389829539969,30.0,81.383,test
4.204796532560684,115.0,1415.219,test
6.229233381032556,77.0,240.419,test
4.77929439548575,13.0,454.75,test
5.81543202423493,68.0,324.275,test
6.365955249599918,113.0,241.854,test
6.028232187248444,90.0,297.06,test
4.2981597678840044,89.0,1212.601,test
5.637707031948395,64.0,367.929,test
7.056020766972699,39.0,99.523,test
6.861914658733609,16.0,88.76,test
4.712616011376566,34.0,644.377,test
5.539218599068482,66.0,402.45,test
4.110781422022598,134.0,1601.109,test
4.812381812377783,28.0,559.7909999999998,test
6.418134196532385,155.0,255.318,test
7.303820766637275,18.0,64.189,test
4.93364050337166,106.0,762.113,test
5.035851363224485,4.0,257.238,test
5.084097241034707,7.0,293.509,test
6.340467131208067,98.0,236.398,test
5.145069114326331,142.0,701.523,test
6.68329829542926,7.0,79.721,test
4.686762706044608,155.0,1046.888,test
6.998383872092479,7.0,61.668,test
4.210608821267525,153.0,1537.124,test
5.297321968748278,116.0,582.472,test
5.908004130104116,128.0,364.926,test
4.609124056696671,55.0,812.2510000000003,test
5.444423981434438,111.0,509.744,test
5.003091101305369,23.0,451.212,test
6.914073914421322,82.0,140.259,test
5.416627342899513,50.0,408.514,test
6.094953468981839,105.0,294.9240000000001,test
5.01692995448478,8.0,322.954,test
7.096195732547227,31.0,89.78399999999998,test
6.219212521230959,129.0,283.85,test
6.9532819954803005,30.0,99.866,test
5.683532828933983,83.0,383.787,test
6.749725102283982,17.0,99.081,test
7.181117180730162,10.0,59.26300000000001,test
6.510390138631723,100.0,207.103,test
4.8339510059241215,39.0,608.734,test
6.5857912087422825,24.0,125.848,test
5.920299153693067,109.0,343.954,test
6.887036678771759,156.0,174.56900000000005,test
5.894186135725397,107.0,349.367,test
6.9745612249125095,51.0,115.454,test
7.1924986038000736,65.0,104.113,test
6.15153923796564,38.0,206.355,test
6.891724274543984,108.0,155.39700000000005,test
5.636047792134415,81.0,395.964,test
6.207003581553027,107.0,270.746,test
5.031330547578159,6.0,292.289,test
4.950987277752804,139.0,816.3919999999997,test
7.276070411638082,147.0,124.846,test
6.624974428227384,106.0,192.032,test
5.476181391754596,156.0,551.239,test
4.562125079748643,113.0,1052.0,test
6.9510707008923935,139.0,159.944,test
5.564607498313198,150.0,506.793,test
6.915277475400907,128.0,160.576,test
6.682314365889055,21.0,111.669,test
5.6600658133159385,130.0,448.772,test
4.762973439943245,91.0,835.8910000000003,test
5.453969597811692,155.0,560.205,test
5.643313554644843,23.0,267.779,test
6.4831475338717865,62.0,182.937,test
6.402057494878973,40.0,170.907,test
5.580269055449712,20.0,270.097,test
5.862406925998544,135.0,384.965,test
5.675439864590222,37.0,301.709,test
5.461970058549486,44.0,378.589,test
4.774626738596608,91.0,827.9910000000001,test
5.787176644302389,81.0,350.07800000000015,test
5.558056612168626,61.0,386.878,test
5.245703406825409,52.0,475.247,test
5.6260713781445775,68.0,378.388,test
5.319601016576608,6.0,231.088,test
4.617285175168824,24.0,626.03,test
6.408932497243657,49.0,180.84,test
6.732651429227524,52.0,141.453,test
4.530808799378936,123.0,1107.564,test
4.646322813582518,48.0,755.8430000000003,test
6.317909920603262,25.0,158.519,test
4.973229666867049,78.0,671.805,test
6.669752898148744,60.0,155.55700000000004,test
5.775050039431695,142.0,419.815,test
4.338793910639392,149.0,1373.463,test
7.064600424868084,119.0,139.041,test
6.7279148319745214,130.0,187.957,test
6.139302464764405,89.0,270.426,test
5.166428530574897,62.0,534.998,test
4.73848120645437,29.0,600.96,test
5.934966610702817,132.0,360.37300000000016,test
5.3504525282219015,90.0,516.112,test
5.429146468056214,42.0,383.359,test
7.304703906283268,27.0,72.617,test
7.096059928450072,9.0,61.503,test
5.331503620929533,101.0,542.9680000000002,test
4.732451738540084,18.0,521.915,test
6.2088795498932505,104.0,267.99,test
6.557765779514602,20.0,121.767,test
7.233209218494173,101.0,115.256,test
6.67892552704304,126.0,193.752,test
4.878554503592877,77.0,722.837,test
4.678159784785319,2.0,278.495,test
4.518675666136393,75.0,961.438,test
5.762128658345042,44.0,296.434,test
6.8013498813106334,150.0,184.96400000000003,test
5.5822580632251215,99.0,439.907,test
5.126222896629762,64.0,558.217,test
5.848976998551277,62.0,306.736,test
5.806328957049296,78.0,340.69699999999995,test
5.071290463865148,118.0,703.9639999999997,test
6.1824252319970165,102.0,272.207,test
7.040085835232607,156.0,154.097,test
4.565706671356302,12.0,528.125,test
5.407298038999894,62.0,439.64,test
6.1973417299917175,86.0,255.238,test
6.27593656086766,46.0,197.68400000000003,test
5.540935173902843,89.0,440.389,test
7.037053719285899,29.0,92.314,test
4.740320336395887,126.0,940.621,test
4.110324072882646,56.0,1226.407,test
4.157170924121568,120.0,1490.517,test
5.0365832147283776,67.0,608.999,test
6.689738968806544,16.0,102.133,test
6.597048742123118,3.0,65.995,test
6.341657799185122,85.0,226.105,test
4.173042532017519,65.0,1219.6660000000004,test
5.521087674420043,57.0,390.522,test
6.992576989414253,29.0,95.721,test
6.3140134111784745,50.0,196.599,test
6.001379909070691,14.0,171.817,test
5.235711233463476,44.0,455.254,test
6.082048024066869,146.0,329.677,test
5.730488293093455,154.0,446.288,test
7.228873713841367,117.0,120.989,test
6.1632975293085615,60.0,235.046,test
5.77554713760545,83.0,356.05800000000005,test
4.499616468692201,145.0,1194.754,test
6.693062059849822,120.0,188.693,test
5.817087318087863,104.0,368.802,test
5.356477045535328,138.0,585.351,test
6.9470164030088615,80.0,135.515,test
4.232988671094195,152.0,1506.316,test
6.307784794500372,59.0,207.863,test
5.95582523221054,11.0,165.632,test
6.55882813782307,78.0,184.511,test
7.051654166074115,30.0,92.173,test
7.274646625692565,156.0,127.285,test
5.1377444461294335,89.0,611.7130000000002,test
6.727414353252747,44.0,134.97899999999998,test
4.647466133670388,66.0,832.431,test
6.667196391937631,87.0,174.653,test
4.746638436186037,150.0,987.072,test
7.008755242326587,123.0,146.995,test
5.181686598445777,13.0,327.601,test
6.945438637789823,50.0,117.512,test
6.702148631946174,151.0,200.947,test
5.633741054163963,19.0,254.551,test
5.658165745871569,63.0,360.103,test
6.634019275549417,153.0,213.274,test
7.077031068036503,96.0,128.884,test
6.420197839696343,34.0,160.23,test
5.66062760267622,55.0,344.755,test
7.120720335906607,11.0,64.094,test
5.739333732928678,20.0,237.257,test
7.095474237051921,90.0,124.477,test
5.630099434865807,83.0,400.869,test
6.488588978250825,92.0,205.505,test
7.291350557479961,74.0,99.942,test
6.54341562782165,147.0,226.829,test
4.287121306491662,10.0,626.775,test
4.849202576609743,23.0,511.508,test
7.1667528558076175,103.0,122.404,test
6.3613027963241215,68.0,207.828,test
5.141788390663722,58.0,534.823,test
6.221243584340103,153.0,298.57,test
6.979512116946587,40.0,106.751,test
4.992945973169968,32.0,503.339,test
4.802901575189809,124.0,889.4839999999997,test
4.843574168208623,5.0,322.137,test
6.343983486431275,121.0,251.43,test
4.220011519566892,99.0,1335.1470000000004,test
5.128321702849037,150.0,723.189,test
5.486078472137227,39.0,357.772,test
5.059201103393732,135.0,740.825,test
4.434995818864199,49.0,903.59,test
5.848059640874197,153.0,404.7,test
5.657653714835298,77.0,383.07,test
6.367530516782592,72.0,210.422,test
6.585185049807488,130.0,211.145,test
5.275263706596752,96.0,559.6709999999998,test
4.462278227022456,112.0,1138.087,test
5.46784830899944,5.0,193.678,test
7.115524242025688,7.0,56.053,test
5.5850780819312895,11.0,224.06,test
6.840734212499263,37.0,116.717,test
5.184717466958189,4.0,227.846,test
5.342727161082442,92.0,522.878,test
6.66368600347878,149.0,206.501,test
7.274060443063647,106.0,113.144,test
5.476059561378026,131.0,522.602,test
5.440221581553715,85.0,471.384,test
6.158301648740388,54.0,228.517,test
6.768807793910638,126.0,180.067,test
4.307295247414431,78.0,1155.986,test
6.2577564556049525,35.0,184.54,test
6.658464338846789,95.0,180.7,test
4.306581137641983,144.0,1395.348,test
4.463763463900111,20.0,670.97,test
6.090345362981268,148.0,328.82,test
4.900665720742191,12.0,401.955,test
6.8518187955063,84.0,148.651,test
6.05436005041452,118.0,315.933,test
5.890575786596973,117.0,360.107,test
6.227169860315652,23.0,166.386,test
6.201911469728462,78.0,246.804,test
6.4858687856316655,95.0,207.992,test
5.202370381820867,6.0,254.255,test
5.804641316676892,13.0,197.174,test
4.647148227845546,122.0,1004.861,test
7.028316623384162,123.0,144.66899999999995,test
5.844659769375622,99.0,355.21,test
4.792615759793988,58.0,710.8860000000003,test
4.772359919833865,96.0,843.212,test
4.6679585444160185,41.0,707.663,test
6.2663524428882695,60.0,216.112,test
6.793084330117861,51.0,133.858,test
6.675962690653328,27.0,121.22,test
7.032193127613906,92.0,131.95,test
7.095516362621987,67.0,113.727,test
5.577938807535691,114.0,460.934,test
6.048498163843747,22.0,189.86900000000003,test
4.319826211507498,143.0,1377.4260000000006,test
4.902646348148175,64.0,669.789,test
7.012711768207482,105.0,139.595,test
5.109160578153602,59.0,552.117,test
5.6702299073764575,120.0,434.3,test
5.018069653352548,77.0,645.146,test
6.555059824030608,51.0,162.516,test
5.381385635573225,57.0,437.61800000000005,test
6.405539047875347,131.0,245.01,test
4.4624525946584574,105.0,1115.672,test
6.651322838019404,133.0,201.465,test
4.248296446821722,14.0,717.082,test
6.299648482143588,141.0,273.175,test
6.340705651318816,22.0,149.632,test
4.145994478646728,129.0,1537.815,test
7.247414259715316,113.0,117.912,test
6.821570305153909,65.0,140.863,test
5.956797414026807,7.0,144.121,test
6.391886947273347,54.0,188.905,test
5.659878842598566,7.0,183.579,test
6.961485221080292,119.0,151.23,test
5.338527026164964,84.0,510.266,test
5.8625269311298505,71.0,316.213,test
6.289126460354347,105.0,251.76,test
4.733493748882067,144.0,985.318,test
6.7649657847279725,45.0,131.813,test
4.216544063360957,137.0,1478.866,test
5.312427543710877,121.0,582.823,test
5.440114921374072,131.0,538.139,test
5.887444762889378,36.0,251.713,test
5.85911753907318,132.0,383.355,test
4.6165200780490165,35.0,703.081,test
6.554151953099751,7.0,88.573,test
6.799785174328905,9.0,78.29899999999998,test
6.776299183741893,67.0,147.518,test
6.082843482426676,102.0,295.224,test
5.65260135556662,18.0,246.555,test
5.201041682511439,114.0,626.675,test
4.800542441386892,4.0,311.612,test
4.8130109717788105,95.0,813.1239999999997,test
6.949151674352285,86.0,138.308,test
5.84835845639112,37.0,262.048,test
6.089493015956163,24.0,188.585,test
5.080801953965642,105.0,674.02,test
6.050677866864432,102.0,303.063,test
6.990192235120436,106.0,142.595,test
6.759196773742684,151.0,191.816,test
7.022764754845976,44.0,106.102,test
4.3226509306102585,90.0,1192.708,test
4.468230579782379,39.0,820.112,test
6.836770688601472,27.0,106.33,test
4.653680973202964,105.0,954.665,test
6.455286537653117,93.0,211.858,test
6.1609966907911655,120.0,291.128,test
6.157134885619168,31.0,193.008,test
4.2514054288558185,54.0,1081.1,test
6.896193318971063,150.0,171.204,test
5.885022599395253,56.0,288.722,test
4.402640262259406,130.0,1250.517,test
4.330109472914368,139.0,1354.124,test
4.288534385072457,65.0,1110.102,test
6.414914427341825,35.0,162.35399999999996,test
7.173498883116598,59.0,102.649,test
5.59587543067485,124.0,466.086,test
6.558583382916268,107.0,203.291,test
6.189204063230706,79.0,250.349,test
5.293916234234369,128.0,601.9540000000002,test
4.348280335706764,70.0,1081.595,test
5.25009985912302,131.0,628.275,test
6.647349092939532,90.0,179.35,test
5.532938999585557,99.0,457.952,test
4.591758042079879,44.0,769.453,test
5.180399746727604,1.0,149.602,test
4.874893752536866,106.0,799.49,test
5.030236467136075,41.0,526.743,test
6.543890463417204,148.0,227.211,test
4.7016365467710575,47.0,717.888,test
6.941323511913872,125.0,156.067,test
6.954195615665928,16.0,82.33,test
4.659129417836076,80.0,874.55,test
7.315017673605713,84.0,101.911,test
6.50361536393355,154.0,237.665,test
4.989765866270885,88.0,687.737,test
7.197046669287327,116.0,123.843,test
4.688875760529244,117.0,958.904,test
6.7317546371880725,103.0,174.486,test
7.021998865093219,80.0,127.482,test
4.156115243932016,41.0,1073.97,test
6.663590951900429,80.0,170.731,test
5.8467351530855405,43.0,274.745,test
5.025074213733375,80.0,649.023,test
5.7494942754249525,77.0,355.44199999999995,test
5.040271874265937,135.0,752.342,test
5.7699870483358975,104.0,383.233,test
4.9537039935225975,30.0,509.532,test
6.8573119542204335,138.0,172.264,test
6.986289381072918,12.0,73.446,test
5.923831804829957,25.0,218.558,test
5.561988370928445,147.0,504.74300000000005,test
7.044737576569723,42.0,102.747,test
6.600321691357356,104.0,194.79,test
5.988728410818897,6.0,133.94899999999998,test
6.132345629528505,83.0,266.215,test
5.8675438431391385,28.0,236.893,test
5.960295400945808,120.0,342.865,test
5.116037309967517,93.0,631.063,test
7.162225662597322,150.0,137.834,test
4.368788586826037,86.0,1132.823,test
7.015688609986151,45.0,107.452,test
5.721555357143661,74.0,359.236,test
7.191715621255014,72.0,107.491,test
5.633426184402005,56.0,354.42900000000014,test
5.449094097763452,111.0,507.809,test
4.754708492118012,30.0,599.248,test
4.740334485267729,38.0,651.794,test
6.705862187875552,37.0,130.27700000000002,test
4.26913262458799,76.0,1183.062,test
4.755903761827582,97.0,857.31,test
6.585405075858687,43.0,150.48,test
4.525596189287684,105.0,1059.71,test
5.941835786933378,106.0,335.096,test
6.584232016989987,149.0,220.315,test
4.472471448337153,52.0,892.49,test
5.178418273487174,144.0,685.64,test
5.433283793070817,134.0,544.906,test
6.370615095066039,99.0,231.378,test
4.540611812946394,37.0,760.779,test
5.251390655367048,50.0,467.405,test
6.688006881148553,149.0,202.448,test
4.526285066898018,43.0,805.939,test
6.265370881567613,81.0,237.086,test
4.914096519739303,88.0,731.485,test
6.581541055066148,128.0,210.77,test
4.413381594776647,1.0,279.526,test
6.463680656770589,84.0,203.96,test
5.753210032198732,144.0,429.189,test
6.726997148903132,143.0,193.666,test
5.4730811219882725,109.0,495.215,test
7.071171076471666,7.0,58.11600000000001,test
6.771042313190224,75.0,153.355,test
7.183652548364877,79.0,111.316,test
7.145031038896472,2.0,37.295,test
6.635614055803236,116.0,195.698,test
7.068228534242254,68.0,116.812,test
5.649130411328322,17.0,242.96400000000003,test
5.86811677228734,8.0,161.384,test
6.878494424672476,142.0,170.801,test
6.495114414366633,47.0,166.438,test
6.23595376291993,82.0,243.751,test
5.038928944909452,52.0,562.48,test
4.381054335801938,59.0,999.414,test
5.954539643627589,38.0,242.293,test
7.26861124267895,143.0,124.551,test
4.3585407075996665,26.0,792.1619999999997,test
4.748408492092066,36.0,636.893,test
5.823630531107653,117.0,380.304,test
6.563210937094759,130.0,214.961,test
4.695764343683292,144.0,1016.088,test
4.491973233003014,93.0,1049.445,test
5.274996594661689,139.0,626.925,test
6.191220886590964,76.0,246.993,test
4.222959322386608,152.0,1518.679,test
6.1817639306596375,108.0,277.161,test
5.264031282815639,73.0,519.409,test
7.219430868037901,86.0,110.963,test
5.9234860188757645,11.0,170.054,test
4.201830842584024,131.0,1476.3339999999994,test
4.212657549097177,37.0,993.89,test
4.160863921589503,107.0,1434.802,test
5.373556714890866,28.0,354.32199999999995,test
5.222550578644079,61.0,508.544,test
6.004024398034392,77.0,288.856,test
7.212749342166952,15.0,65.382,test
5.6352126469454005,7.0,187.307,test
7.1299018560109655,111.0,129.05700000000002,test
6.4561300061182845,57.0,182.258,test
6.196784172443942,135.0,293.134,test
7.032055622195253,64.0,118.095,test
5.007095316556712,136.0,774.71,test
6.474461612417665,111.0,220.176,test
4.549083762067797,88.0,984.921,test
5.700649728482994,9.0,191.774,test
7.177716206652512,120.0,127.121,test
4.126593922093647,147.0,1626.033,test
6.610096955510386,17.0,111.023,test
7.037441680211287,139.0,149.07299999999995,test
4.201295636519017,135.0,1490.632,test
5.862368189306947,7.0,155.65,test
4.569052706502409,155.0,1152.293,test
5.528667961776319,5.0,184.31,test
6.9736940336950175,69.0,126.732,test
6.445349728594037,33.0,155.55200000000005,test
4.497744286067056,66.0,940.464,test
4.95208659343632,155.0,843.312,test
7.178741812257472,84.0,113.882,test
4.68386270720487,54.0,759.97,test
4.982816402699516,79.0,669.182,test
6.994885152310445,68.0,124.006,test
6.661031722747719,4.0,68.406,test
5.020224807520078,5.0,278.942,test
6.074300842293381,70.0,264.935,test
6.333327065266472,106.0,243.556,test
6.3257735457098905,127.0,258.995,test
5.0533370860181535,118.0,714.341,test
5.038578006486599,141.0,763.475,test
4.442865811093804,117.0,1171.792,test
6.923360863679669,64.0,129.035,test
5.761596210252299,66.0,335.74,test
6.971132523327127,111.0,146.884,test
4.512243982289305,145.0,1182.518,test
6.615615397183095,142.0,211.613,test
5.703735931615666,45.0,313.028,test
4.120212007610446,36.0,1062.717,test
6.235184551097515,84.0,245.711,test
5.218350062705202,26.0,393.082,test
5.763661633686006,67.0,336.721,test
6.211598818510938,127.0,284.254,test
4.792689669975691,150.0,950.713,test
4.960347746768695,130.0,793.762,test
5.6245131080450985,93.0,416.961,test
4.531595214008521,79.0,966.614,test
4.374295161250666,118.0,1242.374,test
5.392565867602186,98.0,511.86300000000006,test
5.49370620077308,83.0,448.0,test
6.3227675230865525,92.0,235.242,test
6.185646960624402,147.0,303.616,test
6.781940140765368,76.0,152.616,test
6.565322767693857,29.0,135.592,test
7.05259986008768,113.0,138.2,test
6.889349930318928,49.0,122.251,test
4.331321804710741,70.0,1096.648,test
6.093562267188197,76.0,267.453,test
4.399091320226561,70.0,1037.717,test
4.838443342591869,125.0,866.216,test
4.785824214753292,98.0,839.2860000000003,test
6.361386029982703,42.0,179.325,test
7.2300087344791635,20.0,70.402,test
5.7661073613296505,2.0,114.745,test
4.367604748965924,117.0,1245.918,test
4.503986166102439,124.0,1134.851,test
6.768152997610335,36.0,122.795,test
4.628904486192466,138.0,1059.108,test
4.426057142955892,2.0,342.019,test
7.199725431012236,15.0,66.08,test
