nox,room,price
4.7261619249331135,141.0,984.8589999999999
6.558169284414783,88.0,191.551
5.76989748716637,26.0,250.767
5.586063598431339,130.0,476.66900000000004
6.621007142010603,10.0,93.54899999999999
6.129960227146226,155.0,322.911
5.605248070070678,153.0,493.26
4.3775999985535385,124.0,1257.981
5.3793890242436655,60.0,445.264
6.075299213524318,155.0,337.62
4.736851190763816,16.0,501.639
7.121900919477524,94.0,123.458
5.618046600480285,55.0,356.92800000000005
5.370494607723887,113.0,544.368
5.696809277511253,98.0,399.455
5.7031595761736575,91.0,388.48400000000004
6.723509356290772,89.0,167.982
6.437490888825593,145.0,246.243
6.984188190286562,59.0,119.775
5.7049886745772715,11.0,203.19799999999998
6.218065897854655,17.0,152.81799999999996
7.210473038964301,90.0,113.34100000000001
5.870574625268644,140.0,386.69
5.6726949073207065,11.0,208.61700000000002
4.272430077129059,142.0,1428.602
6.402129654692935,86.0,216.00400000000002
4.131873786276387,99.0,1434.5829999999999
6.300745037318063,142.0,273.52
6.600509871931925,125.0,206.03599999999997
4.690118848844202,7.0,404.642
5.265103271953648,138.0,630.605
4.9892215234045585,126.0,767.922
4.34617464183661,29.0,827.3760000000003
4.173123321315198,39.0,1043.1019999999999
5.537677955591123,69.0,408.473
4.468807312966831,117.0,1147.277
6.397462972353573,153.0,258.624
4.4312348809911,127.0,1213.015
7.279895389536072,2.0,33.416
5.782376316733313,32.0,264.51
4.143677088337967,72.0,1288.925
4.519466854931139,152.0,1192.661
6.206691425808795,73.0,240.91099999999997
6.540585063924122,127.0,217.4
6.477358019476374,64.0,185.59599999999998
6.550064203077348,59.0,170.61599999999999
5.803890040126157,23.0,234.93
5.724373916505648,97.0,389.358
6.974263557332913,40.0,107.20700000000001
5.177693248159088,103.0,619.188
6.121191984791524,49.0,228.635
7.1918836459138245,131.0,129.08
5.819942929022805,103.0,366.85699999999997
5.791082825273055,120.0,393.56199999999995
4.842387202970586,138.0,889.9760000000001
5.903857290280538,124.0,362.62199999999996
4.850968366241587,81.0,750.818
6.2380864800621865,93.0,252.886
5.6381042256247165,156.0,483.089
6.985815988494301,127.0,151.24200000000005
4.567869840576085,130.0,1092.969
6.248717665383545,141.0,284.751
6.279348264320814,42.0,191.72400000000002
5.9624071850281375,90.0,313.432
5.597819020129892,37.0,321.41
4.459998214370224,88.0,1059.0910000000001
4.534648521443737,130.0,1122.964
5.602427355701245,130.0,470.356
6.940534781505746,110.0,150.17600000000004
5.427118877327398,91.0,486.49
6.322346057587379,53.0,198.77900000000002
6.573624164690883,24.0,127.101
5.763012871395754,55.0,317.153
5.208734384051309,103.0,603.719
6.854340000847222,47.0,124.197
5.5214419154188565,74.0,422.87
5.8101909528434525,153.0,417.38199999999995
6.098732681131993,66.0,255.077
6.956310387696076,114.0,149.886
7.038040061580862,146.0,151.25799999999995
5.276074357582503,130.0,613.672
7.3006523372554275,80.0,101.58200000000001
5.666793552556592,100.0,411.88699999999994
7.019308097344947,42.0,104.898
5.7144888516412236,141.0,440.10699999999997
5.266710462351238,68.0,507.145
5.9805728848270245,122.0,338.957
4.110710598708799,150.0,1657.434
5.528609694239874,124.0,492.349
6.031183899739102,89.0,295.335
5.794861626267733,74.0,338.401
6.479049444517043,103.0,214.392
6.923843613575302,20.0,90.35799999999999
4.952102910132158,117.0,773.7589999999999
6.7898228291350975,52.0,135.014
5.722427668292786,26.0,260.657
4.133115993527567,29.0,984.2719999999999
4.831976704292686,51.0,661.875
4.173940013014266,48.0,1110.789
5.6394463672259745,13.0,225.592
6.877256900650632,118.0,161.559
6.2410553269243705,74.0,235.234
4.1365571238628736,118.0,1507.994
5.757477390135957,104.0,387.16
6.517673070943926,131.0,223.612
5.316163659496491,56.0,459.017
7.286729841503482,18.0,65.09100000000001
5.826989144188154,35.0,262.157
5.08619841806048,46.0,521.294
4.828443495299755,61.0,701.168
6.2287158012260315,132.0,283.647
6.643164896478138,80.0,173.593
4.97364318429658,23.0,462.175
4.699251006549488,109.0,930.444
5.837698127213358,54.0,296.756
4.175875354623746,35.0,1006.8660000000001
6.473554176036464,78.0,197.791
4.471757561398955,32.0,769.7260000000001
6.518828606917179,94.0,201.827
6.48665606135032,26.0,139.82
4.478734910282013,4.0,405.06199999999995
4.630652595132791,56.0,802.535
4.2961603554830985,132.0,1370.274
4.944229960649097,120.0,784.798
5.446932093992907,83.0,465.409
5.2168145428063655,149.0,671.4939999999998
5.8663276589741535,48.0,279.647
5.810103168083494,13.0,196.299
5.486920437264551,52.0,390.42699999999996
4.500194492714698,75.0,976.03
5.682507648967066,57.0,342.384
6.4197401851867175,51.0,181.46400000000003
6.293303114148837,30.0,171.012
5.1226831326657924,110.0,660.742
5.866612724091562,20.0,213.875
6.7444651398480975,48.0,136.709
5.6636763584145315,28.0,279.71
4.374775699288577,18.0,698.553
5.036734267255748,86.0,657.2689999999999
4.259173842764263,74.0,1183.01
6.520624705621601,3.0,70.238
4.515441750131641,39.0,789.1569999999997
4.533765617801484,127.0,1115.774
5.047384526509289,144.0,762.913
7.20736711361644,136.0,128.93
5.846712226287682,132.0,387.24800000000016
6.331702524914826,82.0,225.454
6.8861307953229165,40.0,115.193
4.9556273377912765,137.0,809.711
4.133794139601952,154.0,1639.694
5.090633609617721,14.0,360.93
6.186120933622662,99.0,268.922
6.453483351794421,154.0,247.576
5.890954184420209,91.0,333.353
5.565455908710328,133.0,488.13800000000003
6.9927065955564345,110.0,143.92600000000004
4.8414812411851615,128.0,870.3639999999997
6.1055207026239415,2.0,87.01700000000002
6.2371376671251095,127.0,278.39799999999997
5.4204335785520055,21.0,312.3040000000001
4.702471824093208,137.0,995.255
5.988017078516988,151.0,359.62199999999996
6.006596955290773,152.0,354.93199999999996
5.1269539425754145,74.0,583.226
6.7476392802282525,152.0,194.024
5.033379830792075,76.0,634.605
6.018718367232998,151.0,350.733
5.728169304292848,95.0,385.689
6.179559017013347,17.0,157.689
6.851353419865713,93.0,153.412
6.42821954418167,68.0,196.796
4.26451478057079,72.0,1168.038
6.901465855241357,36.0,110.15299999999999
5.347557092448449,153.0,608.535
5.526218577791228,39.0,346.25699999999995
5.997008849495093,135.0,344.967
4.872703566430716,14.0,431.084
5.15269212165275,86.0,597.998
5.469037334187044,108.0,495.44800000000004
4.472058019064252,19.0,656.073
6.981198504157714,52.0,115.515
7.005445573560633,45.0,108.354
5.429512854238379,126.0,536.385
6.142210084749568,31.0,195.37099999999998
5.241971135527464,40.0,439.91900000000004
6.503981606256522,36.0,152.29399999999995
5.437294361173369,106.0,505.535
7.305726309312755,156.0,124.1
6.896658085504007,58.0,127.961
5.985273711370982,126.0,341.006
4.316165056012352,8.0,571.712
6.67683295218534,108.0,185.142
7.19942047540759,7.0,52.347
5.2157922139718025,63.0,516.423
6.327010483068024,20.0,146.963
6.129853488859219,87.0,270.628
4.6408909548916295,130.0,1029.819
5.631415903128568,34.0,304.741
6.8380933366201075,151.0,179.873
6.611937007302022,10.0,94.241
4.8761421021981874,18.0,464.23699999999997
6.107857073805986,128.0,310.077
5.043989281566433,125.0,732.6110000000001
6.8020209551900335,22.0,102.74
5.1123162075507125,26.0,428.56300000000016
5.24994304124424,146.0,649.55
6.8621843738769055,67.0,137.545
5.979310369677975,53.0,262.899
6.850540887069986,58.0,132.861
6.317590656660759,51.0,197.21599999999998
5.341563774047963,65.0,470.592
6.3929703406136,1.0,55.685
6.47043696576374,15.0,119.73299999999999
6.961402971399345,51.0,116.7
4.590144820200422,30.0,685.26
5.277109277169774,14.0,310.0420000000001
6.7676183522342015,75.0,153.783
5.765765146581179,68.0,337.6690000000001
4.2850320733346745,116.0,1329.152
5.8112242246931425,145.0,410.236
6.164760731689843,5.0,109.751
7.135753208905015,110.0,128.085
4.1861165022088205,119.0,1452.0420000000001
4.932306374843393,55.0,624.164
6.53265523606213,118.0,213.945
5.027923076548213,63.0,601.871
4.2025989827862595,9.0,650.168
4.909929059723144,110.0,785.84
5.2455911597062,78.0,538.073
5.7420803826512925,45.0,303.39799999999997
6.476812698690411,104.0,215.417
6.00956771776359,148.0,351.19800000000015
7.052259687584982,119.0,140.445
6.1476657642816415,108.0,284.971
7.164205702608577,72.0,109.929
5.4246721260213295,92.0,489.097
6.704454842379711,109.0,181.53099999999998
5.8226950690064,140.0,402.07800000000003
4.210142235559743,23.0,861.086
5.4976496301617965,26.0,313.06
4.446668864212773,6.0,470.709
5.850431058119107,55.0,295.345
5.943108708952085,136.0,361.275
4.12027948670188,128.0,1566.648
5.7172558883359885,14.0,216.58599999999998
4.3967690026606885,91.0,1126.596
4.74586824794297,80.0,814.8610000000001
4.9130949811651305,116.0,796.659
6.406334339282839,78.0,208.93
5.163764630894537,111.0,640.757
5.272568435601715,146.0,637.681
5.7810196444469595,32.0,264.803
4.92321052832575,33.0,537.816
4.754640205740426,126.0,929.7080000000001
6.6533379877738925,58.0,156.02700000000004
5.091216093580622,132.0,716.798
7.227510583158788,102.0,116.14299999999999
6.938361714733107,149.0,165.082
6.185863554822551,74.0,246.05700000000002
7.221802190495848,1.0,28.339000000000002
6.002268838388695,13.0,167.84400000000005
5.204075409907934,84.0,569.3580000000002
7.0934181173195885,36.0,94.2
7.194514493050168,56.0,99.30799999999999
7.276390474191482,53.0,91.346
5.955721573568393,58.0,275.498
6.677874231670739,2.0,54.57899999999999
6.030302569808002,55.0,255.072
4.647554178678057,152.0,1074.435
6.651954393491838,72.0,166.886
5.815790865324226,120.0,385.716
6.643013747464727,101.0,186.45
6.232827941444143,82.0,244.37400000000002
6.925242408070938,7.0,65.456
6.432053883351051,109.0,226.655
6.467589977377628,120.0,226.75900000000001
5.926561657677167,13.0,178.52700000000004
4.405881759702296,110.0,1185.063
4.757117776621458,155.0,988.547
6.799640359917022,29.0,112.022
4.938787751309013,10.0,368.514
5.7313220225865935,98.0,388.374
4.667660020444151,122.0,988.201
6.713601815651512,143.0,195.78900000000002
4.681076302886528,137.0,1012.7610000000001
4.948868664324837,92.0,720.784
6.875461865366035,22.0,96.773
5.5934344643932326,107.0,446.407
4.788160090784153,37.0,621.783
6.578549806908268,19.0,117.859
6.301005465956633,107.0,250.778
6.992814739472963,141.0,155.27
5.084022595097784,22.0,416.70599999999996
5.401420383958452,112.0,529.38
4.836264259828737,10.0,400.63
6.2394616938666925,126.0,277.2
5.242985228949936,4.0,217.27700000000002
5.549308715785613,10.0,224.05700000000002
4.838893298611973,36.0,591.616
6.898465394966436,26.0,99.955
6.230486107587044,153.0,296.327
4.14209344641163,91.0,1386.47
7.235009845772872,136.0,126.057
4.2866991591542725,36.0,927.8739999999999
4.280042992768219,25.0,834.423
5.656895835133038,99.0,413.94599999999997
5.6276724788758985,82.0,400.175
5.661163711772728,34.0,297.442
5.71721562057967,65.0,346.48199999999997
6.892120155676334,108.0,155.345
4.935049394644731,65.0,655.434
6.734784079020318,23.0,110.014
5.885422881547733,114.0,358.76099999999997
4.614145083716791,68.0,863.196
5.709308546326867,20.0,243.132
6.012869641956215,65.0,272.29
7.258293597403368,51.0,91.617
5.5447212730653135,82.0,428.165
5.007168124357809,127.0,758.6039999999997
4.6363039973801765,56.0,798.8480000000003
7.098198660758923,57.0,108.00200000000001
5.1585956178312085,133.0,680.066
5.209540299780143,65.0,524.05
6.619704396321211,120.0,200.32
4.2281206254863575,42.0,1020.255
6.874271194092707,12.0,80.468
5.437115892727994,140.0,550.539
5.071590451833284,156.0,766.555
6.217659953697113,57.0,221.359
6.686259139337678,31.0,125.4
6.962838888613868,132.0,155.93200000000004
5.243321378507337,133.0,634.693
6.731238592791687,41.0,131.683
6.613472791948956,124.0,203.368
6.4697899760826125,43.0,165.34799999999996
4.120483969170219,145.0,1627.3139999999999
6.426458428038808,81.0,207.916
6.5706101165735875,142.0,219.519
5.36539967690089,92.0,513.305
7.187374764174943,66.0,105.039
6.362671752100023,60.0,199.794
4.248376021684663,120.0,1383.7420000000006
6.208554968805085,50.0,214.24200000000002
4.465287377759976,16.0,625.905
6.367804781951634,119.0,245.342
4.440202527096728,99.0,1115.817
5.171025041389258,88.0,593.288
4.2366187234361465,2.0,399.11800000000005
6.8530156238778925,130.0,169.74
6.023242633154879,85.0,293.098
5.411043424773747,63.0,440.452
4.23919269566836,142.0,1467.8310000000001
6.098467191413333,142.0,322.5420000000001
5.2869319940843065,76.0,516.128
7.150855504851471,150.0,139.116
5.906329427690724,136.0,372.267
5.824429602542746,104.0,366.602
6.158242023945575,123.0,293.996
6.687758822643536,35.0,129.984
5.609626265140228,65.0,378.236
6.101089027135657,118.0,304.126
6.909093946419055,61.0,128.64
5.304905282025919,45.0,433.264
6.900143945846414,64.0,131.5
4.636644804105528,107.0,973.62
6.722880763244997,92.0,169.782
7.200030131666797,20.0,72.14399999999998
6.9496682796052625,83.0,136.754
4.538586730080231,152.0,1174.22
6.544852458749826,70.0,180.546
5.4902946050336805,30.0,329.04
6.960454755313599,125.0,153.65200000000004
4.976882966827507,153.0,823.164
5.223574852643148,36.0,432.39599999999996
4.677858134369392,119.0,972.586
7.181139171964452,111.0,123.777
5.1910959271193065,75.0,555.8009999999998
4.440199865710661,10.0,553.261
6.168237517215491,111.0,282.593
5.152545915495997,131.0,680.268
5.279095133573015,7.0,250.38299999999998
6.6161880317804265,104.0,192.28799999999998
7.047515203635756,13.0,71.604
4.328514385150388,82.0,1153.685
6.418468562409591,109.0,229.179
6.1213835723902985,150.0,321.927
5.1303976343709365,44.0,496.055
6.436969447962627,73.0,199.687
6.001270329365065,110.0,322.89099999999996
5.08055393540416,7.0,294.36
5.64817406885838,39.0,313.495
6.6558883467007375,43.0,142.078
6.796694617087223,76.0,150.792
4.144546583827443,70.0,1276.9569999999999
5.562176065370289,132.0,488.315
7.171455671058896,45.0,94.64200000000001
5.8772279984641305,69.0,309.728
5.757800893847821,47.0,303.547
4.748505852860999,20.0,532.011
7.054829158045116,1.0,32.47
6.698094986888822,121.0,188.399
4.632944086612622,89.0,923.04
4.9441566618390524,78.0,687.914
5.671937396920398,26.0,271.60400000000004
5.0746710802707495,56.0,558.861
5.041253165824138,99.0,683.677
6.573915848311763,150.0,222.63299999999998
4.838766899350165,29.0,553.797
6.733583926140764,147.0,194.25900000000001
5.669952670527456,40.0,310.375
4.929474005422889,67.0,664.551
5.023165617280702,116.0,728.305
5.82855484109542,101.0,362.11300000000006
4.8599336975400185,49.0,639.0930000000002
5.960945643829064,8.0,149.624
5.4559563026643705,9.0,234.09799999999998
6.726436990906727,64.0,151.498
5.1623949489979495,100.0,621.311
6.434502383956076,29.0,150.846
6.7945544480250275,29.0,112.486
4.8971672979313485,103.0,778.242
6.561331136189637,129.0,214.78099999999998
6.571418251028702,147.0,221.708
6.739586152508057,46.0,135.477
6.078067630351424,12.0,153.969
4.390222999475255,47.0,925.297
4.271237509435345,27.0,860.46
5.974917830232693,56.0,268.324
7.279288136234652,48.0,88.40899999999998
4.2304471814121305,131.0,1442.3020000000001
6.7538155631475245,3.0,58.07899999999999
5.5840983728079605,58.0,372.954
5.597647642749312,144.0,487.20300000000003
6.927412401163733,7.0,65.34100000000001
5.95351783227006,32.0,230.07299999999998
5.6758691716552265,30.0,282.853
5.35718407465694,126.0,568.951
6.940084035976561,126.0,156.605
5.024842945286734,131.0,754.883
4.4489431145743445,143.0,1239.845
6.5138190479945814,58.0,174.817
5.42987117482867,46.0,393.94800000000004
5.560633359368518,111.0,463.68300000000005
4.991925261138685,89.0,688.9069999999997
5.89281147939919,67.0,303.079
5.7952973201289035,47.0,294.411
4.815338026257932,11.0,419.58099999999996
5.3563979373116055,61.0,455.986
5.062152932435536,57.0,567.6569999999998
6.8369988150815475,31.0,110.902
5.757814202652433,114.0,398.08099999999996
7.1351297284745465,145.0,139.457
4.30154141912092,69.0,1118.653
6.872625837667904,78.0,142.874
5.713184474868942,121.0,420.42400000000004
5.012052721826873,136.0,771.586
5.42365640431622,1.0,122.696
4.217519736171992,23.0,855.925
6.272922235192871,99.0,250.554
5.988253841220846,150.0,358.82199999999995
7.109259948997233,141.0,141.215
5.515265416017137,77.0,430.204
6.7806292936651245,28.0,112.555
6.0976054352129685,86.0,276.851
5.930627086713932,65.0,291.1670000000001
6.773778558332981,84.0,158.412
4.793540730361483,147.0,944.198
5.8216786323730325,52.0,297.203
4.339937928224268,156.0,1391.596
6.426120956537218,129.0,239.804
5.364351678819098,98.0,523.769
5.701985252447092,1.0,97.794
6.499340903698496,27.0,139.988
6.811880507435669,25.0,105.98700000000001
6.714818898625595,61.0,150.709
7.1026696156109255,13.0,68.456
4.84155887257701,43.0,623.317
